date_time,holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,traffic_volume,日期,小时,是否为高峰,temp_celsius,weekday,is_weekend,weather_main_code
2012-10-04 04:00:00,0,281.69,0.0,0.0,1,Clear,sky is clear,835,4,4,0,8.54,3,0,0
2012-10-04 05:00:00,0,281.32,0.0,0.0,1,Clear,sky is clear,2726,4,5,0,8.17,3,0,0
2012-10-04 06:00:00,0,280.74,0.0,0.0,1,Clear,sky is clear,5689,4,6,1,7.59,3,0,0
2012-10-04 07:00:00,0,280.57,0.0,0.0,1,Clear,sky is clear,6990,4,7,1,7.42,3,0,0
2012-10-04 08:00:00,0,281.86,0.0,0.0,1,Clear,sky is clear,5985,4,8,1,8.71,3,0,0
2012-10-04 09:00:00,0,284.98,0.0,0.0,1,Clear,sky is clear,5309,4,9,1,11.83,3,0,0
2012-10-04 10:00:00,0,289.18,0.0,0.0,1,Clear,sky is clear,4603,4,10,0,16.03,3,0,0
2012-10-04 11:00:00,0,291.55,0.0,0.0,1,Clear,sky is clear,4884,4,11,0,18.4,3,0,0
2012-10-04 12:00:00,0,294.97,0.0,0.0,1,Clear,sky is clear,5104,4,12,1,21.82,3,0,0
2012-10-04 13:00:00,0,296.38,0.0,0.0,1,Clear,sky is clear,5178,4,13,1,23.23,3,0,0
2012-10-04 14:00:00,0,297.32,0.0,0.0,1,Clear,sky is clear,5501,4,14,1,24.17,3,0,0
2012-10-04 15:00:00,0,298.17,0.0,0.0,1,Clear,sky is clear,5713,4,15,1,25.02,3,0,0
2012-10-04 16:00:00,0,298.06,0.0,0.0,20,Clouds,few clouds,6292,4,16,1,24.91,3,0,1
2012-10-04 17:00:00,0,297.67,0.0,0.0,20,Clouds,few clouds,6057,4,17,1,24.52,3,0,1
2012-10-04 18:00:00,0,296.36,0.0,0.0,40,Clouds,scattered clouds,4907,4,18,0,23.21,3,0,1
2012-10-04 19:00:00,0,293.85,0.0,0.0,40,Clouds,scattered clouds,3503,4,19,0,20.7,3,0,1
2012-10-04 20:00:00,0,292.43,0.0,0.0,40,Clouds,scattered clouds,3037,4,20,0,19.28,3,0,1
2012-10-04 21:00:00,0,291.77,0.0,0.0,75,Clouds,broken clouds,2822,4,21,0,18.62,3,0,1
2012-10-04 22:00:00,0,291.36,0.0,0.0,75,Clouds,broken clouds,1992,4,22,0,18.21,3,0,1
2012-10-04 23:00:00,0,291.12,0.0,0.0,75,Clouds,broken clouds,1166,4,23,0,17.97,3,0,1
2012-10-05 00:00:00,0,290.63,0.0,0.0,75,Clouds,broken clouds,627,5,0,0,17.48,4,0,1
2012-10-05 01:00:00,0,290.46,0.0,0.0,40,Clouds,scattered clouds,388,5,1,0,17.31,4,0,1
2012-10-05 03:00:00,0,289.26,0.0,0.0,0,Clear,sky is clear,368,5,3,0,16.11,4,0,0
2012-10-05 05:00:00,0,283.21,0.0,0.0,75,Clouds,broken clouds,2489,5,5,0,10.06,4,0,1
2012-10-05 06:00:00,0,282.24,0.0,0.0,90,Clouds,overcast clouds,5537,5,6,1,9.09,4,0,1
2012-10-05 07:00:00,0,281.69,0.0,0.0,90,Clouds,overcast clouds,6628,5,7,1,8.54,4,0,1
2012-10-05 08:00:00,0,280.57,0.0,0.0,90,Clouds,overcast clouds,5534,5,8,1,7.42,4,0,1
2012-10-05 09:00:00,0,280.02,0.0,0.0,75,Clouds,broken clouds,5403,5,9,1,6.87,4,0,1
2012-10-05 10:00:00,0,280.11,0.0,0.0,75,Clouds,broken clouds,4770,5,10,0,6.96,4,0,1
2012-10-05 11:00:00,0,280.0,0.0,0.0,90,Clouds,overcast clouds,5217,5,11,1,6.85,4,0,1
2012-10-05 12:00:00,0,280.53,0.0,0.0,90,Clouds,overcast clouds,5870,5,12,1,7.38,4,0,1
2012-10-05 13:00:00,0,281.43,0.0,0.0,75,Clouds,broken clouds,5967,5,13,1,8.28,4,0,1
2012-10-05 14:00:00,0,281.78,0.0,0.0,90,Clouds,overcast clouds,6108,5,14,1,8.63,4,0,1
2012-10-05 15:00:00,0,281.91,0.0,0.0,90,Clouds,overcast clouds,6128,5,15,1,8.76,4,0,1
2012-10-05 16:00:00,0,281.73,0.0,0.0,90,Clouds,overcast clouds,6069,5,16,1,8.58,4,0,1
2012-10-05 17:00:00,0,281.42,0.0,0.0,90,Clouds,overcast clouds,6169,5,17,1,8.27,4,0,1
2012-10-05 18:00:00,0,280.87,0.0,0.0,90,Clouds,overcast clouds,5384,5,18,1,7.72,4,0,1
2012-10-05 19:00:00,0,280.15,0.0,0.0,90,Clouds,overcast clouds,4063,5,19,0,7.0,4,0,1
2012-10-05 20:00:00,0,279.78,0.0,0.0,90,Clouds,overcast clouds,3364,5,20,0,6.63,4,0,1
2012-10-05 21:00:00,0,279.65,0.0,0.0,75,Clouds,broken clouds,2971,5,21,0,6.5,4,0,1
2012-10-05 22:00:00,0,279.22,0.0,0.0,40,Clouds,scattered clouds,2450,5,22,0,6.07,4,0,1
2012-10-05 23:00:00,0,279.06,0.0,0.0,40,Clouds,scattered clouds,1832,5,23,0,5.91,4,0,1
2012-10-06 00:00:00,0,278.81,0.0,0.0,90,Clouds,overcast clouds,1231,6,0,0,5.66,5,1,1
2012-10-06 01:00:00,0,278.55,0.0,0.0,90,Clouds,overcast clouds,718,6,1,0,5.4,5,1,1
2012-10-06 02:00:00,0,278.59,0.0,0.0,90,Clouds,overcast clouds,545,6,2,0,5.44,5,1,1
2012-10-06 04:00:00,0,276.99,0.0,0.0,75,Clouds,broken clouds,411,6,4,0,3.84,5,1,1
2012-10-06 05:00:00,0,276.35,0.0,0.0,20,Clouds,few clouds,688,6,5,0,3.2,5,1,1
2012-10-06 06:00:00,0,275.4,0.0,0.0,1,Clear,sky is clear,1352,6,6,0,2.25,5,1,0
2012-10-06 07:00:00,0,275.17,0.0,0.0,1,Clear,sky is clear,2072,6,7,0,2.02,5,1,0
2012-10-06 08:00:00,0,274.99,0.0,0.0,1,Clear,sky is clear,3342,6,8,0,1.84,5,1,0
2012-10-06 09:00:00,0,275.09,0.0,0.0,40,Clouds,scattered clouds,4258,6,9,0,1.94,5,1,1
2012-10-06 10:00:00,0,276.88,0.0,0.0,20,Clouds,few clouds,4861,6,10,0,3.73,5,1,1
2012-10-06 11:00:00,0,278.04,0.0,0.0,20,Clouds,few clouds,5191,6,11,1,4.89,5,1,1
2012-10-06 12:00:00,0,279.08,0.0,0.0,40,Clouds,scattered clouds,5669,6,12,1,5.93,5,1,1
2012-10-06 13:00:00,0,280.12,0.0,0.0,75,Clouds,broken clouds,5074,6,13,1,6.97,5,1,1
2012-10-06 14:00:00,0,280.25,0.0,0.0,75,Clouds,broken clouds,5025,6,14,0,7.1,5,1,1
2012-10-06 15:00:00,0,280.0,0.0,0.0,75,Clouds,broken clouds,5153,6,15,1,6.85,5,1,1
2012-10-06 16:00:00,0,279.06,0.0,0.0,90,Clouds,overcast clouds,5024,6,16,0,5.91,5,1,1
2012-10-06 17:00:00,0,278.91,0.0,0.0,90,Clouds,overcast clouds,4779,6,17,0,5.76,5,1,1
2012-10-06 18:00:00,0,278.39,0.0,0.0,90,Clouds,overcast clouds,4362,6,18,0,5.24,5,1,1
2012-10-06 19:00:00,0,278.16,0.0,0.0,90,Clouds,overcast clouds,3860,6,19,0,5.01,5,1,1
2012-10-06 20:00:00,0,278.16,0.0,0.0,90,Clouds,overcast clouds,3160,6,20,0,5.01,5,1,1
2012-10-06 21:00:00,0,277.93,0.0,0.0,90,Clouds,overcast clouds,2992,6,21,0,4.78,5,1,1
2012-10-06 22:00:00,0,276.9,0.0,0.0,90,Clouds,overcast clouds,3202,6,22,0,3.75,5,1,1
2012-10-06 23:00:00,0,276.34,0.0,0.0,75,Clouds,broken clouds,1941,6,23,0,3.19,5,1,1
2012-10-07 00:00:00,0,276.11,0.0,0.0,75,Clouds,broken clouds,1233,7,0,0,2.96,6,1,1
2012-10-07 03:00:00,0,275.73,0.0,0.0,90,Clouds,overcast clouds,323,7,3,0,2.58,6,1,1
2012-10-07 04:00:00,0,275.65,0.0,0.0,90,Clouds,overcast clouds,312,7,4,0,2.5,6,1,1
2012-10-07 05:00:00,0,275.51,0.0,0.0,75,Clouds,broken clouds,627,7,5,0,2.36,6,1,1
2012-10-07 06:00:00,0,275.05,0.0,0.0,90,Clouds,overcast clouds,1508,7,6,0,1.9,6,1,1
2012-10-07 07:00:00,0,274.77,0.0,0.0,90,Clouds,overcast clouds,1539,7,7,0,1.62,6,1,1
2012-10-07 08:00:00,0,274.77,0.0,0.0,75,Clouds,broken clouds,2232,7,8,0,1.62,6,1,1
2012-10-07 09:00:00,0,275.55,0.0,0.0,75,Clouds,broken clouds,4568,7,9,0,2.4,6,1,1
2012-10-07 10:00:00,0,276.24,0.0,0.0,75,Clouds,broken clouds,4624,7,10,0,3.09,6,1,1
2012-10-07 11:00:00,0,277.01,0.0,0.0,90,Clouds,overcast clouds,4529,7,11,0,3.86,6,1,1
2012-10-07 12:00:00,0,277.43,0.0,0.0,90,Clouds,overcast clouds,5139,7,12,1,4.28,6,1,1
2012-10-07 13:00:00,0,278.45,0.0,0.0,90,Clouds,overcast clouds,6640,7,13,1,5.3,6,1,1
2012-10-07 14:00:00,0,279.27,0.0,0.0,90,Clouds,overcast clouds,6589,7,14,1,6.12,6,1,1
2012-10-07 15:00:00,0,279.27,0.0,0.0,90,Clouds,overcast clouds,4429,7,15,0,6.12,6,1,1
2012-10-07 16:00:00,0,279.44,0.0,0.0,90,Clouds,overcast clouds,4329,7,16,0,6.29,6,1,1
2012-10-07 17:00:00,0,279.32,0.0,0.0,90,Clouds,overcast clouds,3833,7,17,0,6.17,6,1,1
2012-10-07 18:00:00,0,279.27,0.0,0.0,90,Clouds,overcast clouds,4015,7,18,0,6.12,6,1,1
2012-10-07 19:00:00,0,278.11,0.0,0.0,90,Clouds,overcast clouds,3382,7,19,0,4.96,6,1,1
2012-10-07 20:00:00,0,276.79,0.0,0.0,75,Clouds,broken clouds,2815,7,20,0,3.64,6,1,1
2012-10-07 21:00:00,0,275.73,0.0,0.0,90,Clouds,overcast clouds,2110,7,21,0,2.58,6,1,1
2012-10-07 22:00:00,0,274.88,0.0,0.0,75,Clouds,broken clouds,1555,7,22,0,1.73,6,1,1
2012-10-07 23:00:00,0,273.92,0.0,0.0,20,Clouds,few clouds,959,7,23,0,0.77,6,1,1
2012-10-08 00:00:00,1,273.08,0.0,0.0,20,Clouds,few clouds,455,8,0,0,-0.07,0,0,1
2012-10-08 01:00:00,0,272.62,0.0,0.0,20,Clouds,few clouds,336,8,1,0,-0.53,0,0,1
2012-10-08 02:00:00,0,271.78,0.0,0.0,1,Clear,sky is clear,265,8,2,0,-1.37,0,0,0
2012-10-08 03:00:00,0,271.05,0.0,0.0,1,Clear,sky is clear,314,8,3,0,-2.1,0,0,0
2012-10-08 04:00:00,0,270.63,0.0,0.0,1,Clear,sky is clear,779,8,4,0,-2.52,0,0,0
2012-10-08 05:00:00,0,270.33,0.0,0.0,1,Clear,sky is clear,2571,8,5,0,-2.82,0,0,0
2012-10-08 06:00:00,0,269.61,0.0,0.0,20,Clouds,few clouds,5563,8,6,1,-3.54,0,0,1
2012-10-08 07:00:00,0,270.01,0.0,0.0,20,Clouds,few clouds,6676,8,7,1,-3.14,0,0,1
2012-10-08 08:00:00,0,271.23,0.0,0.0,20,Clouds,few clouds,5966,8,8,1,-1.92,0,0,1
2012-10-08 09:00:00,0,273.71,0.0,0.0,20,Clouds,few clouds,4832,8,9,0,0.56,0,0,1
2012-10-08 10:00:00,0,276.77,0.0,0.0,20,Clouds,few clouds,4395,8,10,0,3.62,0,0,1
2012-10-08 11:00:00,0,279.47,0.0,0.0,20,Clouds,few clouds,4411,8,11,0,6.32,0,0,1
2012-10-08 12:00:00,0,279.84,0.0,0.0,1,Clear,sky is clear,4648,8,12,0,6.69,0,0,0
2012-10-08 13:00:00,0,282.34,0.0,0.0,40,Clouds,scattered clouds,4602,8,13,0,9.19,0,0,1
2012-10-08 14:00:00,0,282.94,0.0,0.0,40,Clouds,scattered clouds,5125,8,14,1,9.79,0,0,1
2012-10-08 15:00:00,0,283.48,0.0,0.0,1,Clear,sky is clear,5502,8,15,1,10.33,0,0,0
2012-10-08 16:00:00,0,284.33,0.0,0.0,1,Clear,sky is clear,5979,8,16,1,11.18,0,0,0
2012-10-08 17:00:00,0,284.48,0.0,0.0,40,Clouds,scattered clouds,5663,8,17,1,11.33,0,0,1
2012-10-08 18:00:00,0,284.23,0.0,0.0,40,Clouds,scattered clouds,4259,8,18,0,11.08,0,0,1
2012-10-08 19:00:00,0,281.99,0.0,0.0,20,Clouds,few clouds,3069,8,19,0,8.84,0,0,1
2012-10-08 20:00:00,0,279.81,0.0,0.0,1,Clear,sky is clear,2378,8,20,0,6.66,0,0,0
2012-10-08 21:00:00,0,279.35,0.0,0.0,1,Clear,sky is clear,2030,8,21,0,6.2,0,0,0
2012-10-08 22:00:00,0,278.9,0.0,0.0,1,Clear,sky is clear,1400,8,22,0,5.75,0,0,0
2012-10-08 23:00:00,0,278.46,0.0,0.0,1,Clear,sky is clear,917,8,23,0,5.31,0,0,0
2012-10-09 00:00:00,0,277.78,0.0,0.0,1,Clear,sky is clear,515,9,0,0,4.63,1,0,0
2012-10-09 01:00:00,0,277.27,0.0,0.0,1,Clear,sky is clear,302,9,1,0,4.12,1,0,0
2012-10-09 02:00:00,0,277.47,0.0,0.0,1,Clear,sky is clear,251,9,2,0,4.32,1,0,0
2012-10-09 04:00:00,0,276.97,0.0,0.0,20,Clouds,few clouds,798,9,4,0,3.82,1,0,1
2012-10-09 05:00:00,0,276.52,0.0,0.0,40,Clouds,scattered clouds,2678,9,5,0,3.37,1,0,1
2012-10-09 06:00:00,0,276.6,0.0,0.0,40,Clouds,scattered clouds,5733,9,6,1,3.45,1,0,1
2012-10-09 07:00:00,0,277.31,0.0,0.0,75,Clouds,broken clouds,6449,9,7,1,4.16,1,0,1
2012-10-09 08:00:00,0,278.38,0.0,0.0,90,Clouds,overcast clouds,5765,9,8,1,5.23,1,0,1
2012-10-09 09:00:00,0,279.35,0.0,0.0,90,Clouds,overcast clouds,5599,9,9,1,6.2,1,0,1
2012-10-09 10:00:00,0,281.37,0.0,0.0,90,Clouds,overcast clouds,4534,9,10,0,8.22,1,0,1
2012-10-09 11:00:00,0,283.11,0.0,0.0,90,Clouds,overcast clouds,4691,9,11,0,9.96,1,0,1
2012-10-09 12:00:00,0,284.08,0.0,0.0,75,Clouds,broken clouds,5067,9,12,1,10.93,1,0,1
2012-10-09 13:00:00,0,285.14,0.0,0.0,75,Clouds,broken clouds,5030,9,13,0,11.99,1,0,1
2012-10-09 14:00:00,0,286.35,0.0,0.0,90,Clouds,overcast clouds,5300,9,14,1,13.2,1,0,1
2012-10-09 15:00:00,0,287.23,0.0,0.0,100,Rain,light rain,5777,9,15,1,14.08,1,0,6
2012-10-09 16:00:00,0,288.53,0.0,0.0,90,Clouds,overcast clouds,6349,9,16,1,15.38,1,0,1
2012-10-09 17:00:00,0,290.37,0.0,0.0,90,Clouds,overcast clouds,6127,9,17,1,17.22,1,0,1
2012-10-09 18:00:00,0,290.13,0.0,0.0,90,Clouds,overcast clouds,4460,9,18,0,16.98,1,0,1
2012-10-09 19:00:00,0,288.86,0.0,0.0,75,Clouds,broken clouds,3418,9,19,0,15.71,1,0,1
2012-10-09 20:00:00,0,287.36,0.0,0.0,90,Clouds,overcast clouds,2775,9,20,0,14.21,1,0,1
2012-10-09 21:00:00,0,285.11,0.0,0.0,90,Clouds,overcast clouds,2306,9,21,0,11.96,1,0,1
2012-10-09 22:00:00,0,283.46,0.0,0.0,90,Clouds,overcast clouds,1846,9,22,0,10.31,1,0,1
2012-10-09 23:00:00,0,282.45,0.0,0.0,90,Clouds,overcast clouds,947,9,23,0,9.3,1,0,1
2012-10-10 00:00:00,0,281.88,0.0,0.0,90,Clouds,overcast clouds,494,10,0,0,8.73,2,0,1
2012-10-10 01:00:00,0,281.78,0.0,0.0,90,Clouds,overcast clouds,332,10,1,0,8.63,2,0,1
2012-10-10 02:00:00,0,281.09,0.0,0.0,75,Clouds,broken clouds,261,10,2,0,7.94,2,0,1
2012-10-10 03:00:00,0,281.17,0.0,0.0,90,Clouds,overcast clouds,361,10,3,0,8.02,2,0,1
2012-10-10 06:00:00,0,281.25,0.0,0.0,92,Clear,sky is clear,5875,10,6,1,8.1,2,0,0
2012-10-10 07:00:00,0,281.25,0.0,0.0,99,Rain,light rain,6793,10,7,1,8.1,2,0,6
2012-10-10 07:00:00,0,281.25,0.0,0.0,99,Drizzle,light intensity drizzle,6793,10,7,1,8.1,2,0,2
2012-10-10 08:00:00,0,280.1,0.0,0.0,99,Rain,light rain,6283,10,8,1,6.95,2,0,6
2012-10-10 08:00:00,0,280.1,0.0,0.0,99,Drizzle,light intensity drizzle,6283,10,8,1,6.95,2,0,2
2012-10-10 09:00:00,0,279.61,0.0,0.0,99,Rain,light rain,5680,10,9,1,6.46,2,0,6
2012-10-10 09:00:00,0,279.61,0.0,0.0,99,Drizzle,light intensity drizzle,5680,10,9,1,6.46,2,0,2
2012-10-10 10:00:00,0,279.67,0.0,0.0,99,Clear,sky is clear,4632,10,10,0,6.52,2,0,0
2012-10-10 11:00:00,0,280.19,0.0,0.0,1,Clear,sky is clear,4887,10,11,0,7.04,2,0,0
2012-10-10 12:00:00,0,282.09,0.0,0.0,75,Clouds,broken clouds,5030,10,12,0,8.94,2,0,1
2012-10-10 13:00:00,0,282.26,0.0,0.0,75,Clouds,broken clouds,5067,10,13,1,9.11,2,0,1
2012-10-10 14:00:00,0,282.05,0.0,0.0,90,Clouds,overcast clouds,5227,10,14,1,8.9,2,0,1
2012-10-10 15:00:00,0,281.59,0.0,0.0,90,Clouds,overcast clouds,5610,10,15,1,8.44,2,0,1
2012-10-10 16:00:00,0,281.23,0.0,0.0,81,Clear,sky is clear,6286,10,16,1,8.08,2,0,0
2012-10-10 18:00:00,0,282.6,0.0,0.0,81,Clear,sky is clear,4775,10,18,0,9.45,2,0,0
2012-10-10 19:00:00,0,282.6,0.0,0.0,81,Clear,sky is clear,3340,10,19,0,9.45,2,0,0
2012-10-10 20:00:00,0,282.6,0.0,0.0,81,Clear,sky is clear,3013,10,20,0,9.45,2,0,0
2012-10-10 21:00:00,0,282.6,0.0,0.0,81,Clear,sky is clear,2603,10,21,0,9.45,2,0,0
2012-10-10 22:00:00,0,282.6,0.0,0.0,81,Clear,sky is clear,1910,10,22,0,9.45,2,0,0
2012-10-10 23:00:00,0,282.6,0.0,0.0,81,Clear,sky is clear,1037,10,23,0,9.45,2,0,0
2012-10-11 01:00:00,0,273.9,0.0,0.0,1,Clear,sky is clear,347,11,1,0,0.75,3,0,0
2012-10-11 03:00:00,0,274.4,0.0,0.0,75,Clouds,broken clouds,350,11,3,0,1.25,3,0,1
2012-10-11 04:00:00,0,274.05,0.0,0.0,75,Clouds,broken clouds,850,11,4,0,0.9,3,0,1
2012-10-11 05:00:00,0,273.71,0.0,0.0,40,Clouds,scattered clouds,2791,11,5,0,0.56,3,0,1
2012-10-11 06:00:00,0,272.66,0.0,0.0,1,Clear,sky is clear,5809,11,6,1,-0.49,3,0,0
2012-10-11 07:00:00,0,272.65,0.0,0.0,1,Clear,sky is clear,6798,11,7,1,-0.5,3,0,0
2012-10-11 08:00:00,0,272.52,0.0,0.0,1,Clear,sky is clear,6304,11,8,1,-0.63,3,0,0
2012-10-11 09:00:00,0,275.19,0.0,0.0,20,Clouds,few clouds,5291,11,9,1,2.04,3,0,1
2012-10-11 10:00:00,0,275.34,0.0,0.0,1,Clear,sky is clear,4638,11,10,0,2.19,3,0,0
2012-10-11 14:00:00,0,284.1,0.0,0.0,50,Clear,sky is clear,5557,11,14,1,10.95,3,0,0
2012-10-11 15:00:00,0,284.1,0.0,0.0,50,Clear,sky is clear,5818,11,15,1,10.95,3,0,0
2012-10-11 16:00:00,0,283.78,0.0,0.0,75,Clouds,broken clouds,6272,11,16,1,10.63,3,0,1
2012-10-11 17:00:00,0,283.52,0.0,0.0,75,Clouds,broken clouds,5944,11,17,1,10.37,3,0,1
2012-10-11 18:00:00,0,283.32,0.0,0.0,90,Clouds,overcast clouds,4949,11,18,0,10.17,3,0,1
2012-10-11 19:00:00,0,282.06,0.0,0.0,90,Clouds,overcast clouds,3511,11,19,0,8.91,3,0,1
2012-10-11 20:00:00,0,281.95,0.0,0.0,90,Clouds,overcast clouds,3039,11,20,0,8.8,3,0,1
2012-10-11 21:00:00,0,281.81,0.0,0.0,90,Clouds,overcast clouds,2679,11,21,0,8.66,3,0,1
2012-10-11 22:00:00,0,282.16,0.0,0.0,90,Clouds,overcast clouds,2094,11,22,0,9.01,3,0,1
2012-10-11 23:00:00,0,282.53,0.0,0.0,90,Clouds,overcast clouds,1284,11,23,0,9.38,3,0,1
2012-10-12 00:00:00,0,283.91,0.0,0.0,90,Clouds,overcast clouds,630,12,0,0,10.76,4,0,1
2012-10-12 01:00:00,0,284.64,0.0,0.0,90,Clouds,overcast clouds,410,12,1,0,11.49,4,0,1
2012-10-12 02:00:00,0,284.61,0.0,0.0,90,Clouds,overcast clouds,331,12,2,0,11.46,4,0,1
2012-10-12 03:00:00,0,283.18,0.0,0.0,72,Drizzle,light intensity drizzle,372,12,3,0,10.03,4,0,2
2012-10-12 04:00:00,0,282.26,0.0,0.0,72,Rain,light rain,739,12,4,0,9.11,4,0,6
2012-10-12 05:00:00,0,280.77,0.0,0.0,72,Drizzle,light intensity drizzle,2561,12,5,0,7.62,4,0,2
2012-10-12 06:00:00,0,278.53,0.0,0.0,75,Clouds,broken clouds,5586,12,6,1,5.38,4,0,1
2012-10-12 07:00:00,0,277.64,0.0,0.0,75,Clouds,broken clouds,6992,12,7,1,4.49,4,0,1
2012-10-12 08:00:00,0,277.9,0.0,0.0,90,Clouds,overcast clouds,5860,12,8,1,4.75,4,0,1
2012-10-12 09:00:00,0,278.18,0.0,0.0,90,Clouds,overcast clouds,5230,12,9,1,5.03,4,0,1
2012-10-12 10:00:00,0,279.29,0.0,0.0,75,Clouds,broken clouds,4864,12,10,0,6.14,4,0,1
2012-10-12 11:00:00,0,280.45,0.0,0.0,75,Clouds,broken clouds,5146,12,11,1,7.3,4,0,1
2012-10-12 12:00:00,0,280.95,0.0,0.0,40,Clouds,scattered clouds,5526,12,12,1,7.8,4,0,1
2012-10-12 13:00:00,0,281.74,0.0,0.0,40,Clouds,scattered clouds,5383,12,13,1,8.59,4,0,1
2012-10-12 14:00:00,0,281.84,0.0,0.0,75,Clouds,broken clouds,5758,12,14,1,8.69,4,0,1
2012-10-12 15:00:00,0,282.45,0.0,0.0,75,Clouds,broken clouds,5889,12,15,1,9.3,4,0,1
2012-10-12 16:00:00,0,282.2,0.0,0.0,75,Clouds,broken clouds,6057,12,16,1,9.05,4,0,1
2012-10-12 17:00:00,0,281.54,0.0,0.0,40,Clouds,scattered clouds,6028,12,17,1,8.39,4,0,1
2012-10-12 18:00:00,0,280.21,0.0,0.0,20,Clouds,few clouds,5257,12,18,1,7.06,4,0,1
